DisplayName,Enabled,SamAccountName,UserPrincipalName,Department,Path,GivenName,Surname,Title,City,Company,Country
Calvin Jones,TRUE,CalvinJ,CalvinJ@contoso.local,,"CN=Users,DC=contoso,DC=local",Calvin,Jones,Leasing manager,Tel Aviv,contoso.local,IL
Raul Nesler,TRUE,RaulN,RaulN@contoso.local,,"CN=Users,DC=contoso,DC=local",Raul,Nesler,Human resources recruiter,Tel Aviv,contoso.local,IL
Ethan Ludlow,TRUE,EthanL,EthanL@contoso.local,,"CN=Users,DC=contoso,DC=local",Ethan,Ludlow,Public works inspector,Tel Aviv,contoso.local,IL
William Soto,TRUE,WilliamS,WilliamS@contoso.local,,"CN=Users,DC=contoso,DC=local",William,Soto,Historian,Tel Aviv,contoso.local,IL
Phyllis Clyburn,TRUE,PhyllisC,PhyllisC@contoso.local,,"CN=Users,DC=contoso,DC=local",Phyllis,Clyburn,Floor sander,Tel Aviv,contoso.local,IL
Carlos Hatchell,TRUE,CarlosH,CarlosH@contoso.local,,"CN=Users,DC=contoso,DC=local",Carlos,Hatchell,Music arranger,Tel Aviv,contoso.local,IL
Brenda Perry,TRUE,BrendaP,BrendaP@contoso.local,,"CN=Users,DC=contoso,DC=local",Brenda,Perry,Pile driver operator,Tel Aviv,contoso.local,IL
Frederick Anderson,TRUE,FrederickA,FrederickA@contoso.local,,"CN=Users,DC=contoso,DC=local",Frederick,Anderson,Human resources administrative assistant,Tel Aviv,contoso.local,IL
Donald Riddick,TRUE,DonaldR,DonaldR@contoso.local,,"CN=Users,DC=contoso,DC=local",Donald,Riddick,General manager,Tel Aviv,contoso.local,IL
Alan Smith,TRUE,AlanS,AlanS@contoso.local,,"CN=Users,DC=contoso,DC=local",Alan,Smith,Volcanologist,Tel Aviv,contoso.local,IL
Kathy Simon,TRUE,KathyS,KathyS@contoso.local,,"CN=Users,DC=contoso,DC=local",Kathy,Simon,Grip,Tel Aviv,contoso.local,IL
Mary Crawford,TRUE,MaryC,MaryC@contoso.local,,"CN=Users,DC=contoso,DC=local",Mary,Crawford,Closed captioner,Tel Aviv,contoso.local,IL
Kenneth Young,TRUE,KennethY,KennethY@contoso.local,,"CN=Users,DC=contoso,DC=local",Kenneth,Young,Excavating and loading machine and dragline operator,Tel Aviv,contoso.local,IL
Gerald Lance,TRUE,GeraldL,GeraldL@contoso.local,,"CN=Users,DC=contoso,DC=local",Gerald,Lance,Human resources trainer,Tel Aviv,contoso.local,IL
Pamela Gibson,TRUE,PamelaG,PamelaG@contoso.local,,"CN=Users,DC=contoso,DC=local",Pamela,Gibson,Tool sharpener,Tel Aviv,contoso.local,IL
Wallace Hatfield,TRUE,WallaceH,WallaceH@contoso.local,,"CN=Users,DC=contoso,DC=local",Wallace,Hatfield,Mail clerk,Tel Aviv,contoso.local,IL
Richard Shevlin,TRUE,RichardS,RichardS@contoso.local,,"CN=Users,DC=contoso,DC=local",Richard,Shevlin,Plating and coating machine operator,Tel Aviv,contoso.local,IL
John Blank,TRUE,JohnB,JohnB@contoso.local,,"CN=Users,DC=contoso,DC=local",John,Blank,Lens polisher,Tel Aviv,contoso.local,IL
Kathy Buck,TRUE,KathyB,KathyB@contoso.local,,"CN=Users,DC=contoso,DC=local",Kathy,Buck,Human resources consultant,Tel Aviv,contoso.local,IL
James Brock,TRUE,JamesB,JamesB@contoso.local,,"CN=Users,DC=contoso,DC=local",James,Brock,Merchant marine sailor,Tel Aviv,contoso.local,IL
Ryan Hollins,TRUE,RyanH,RyanH@contoso.local,,"CN=Users,DC=contoso,DC=local",Ryan,Hollins,Psychiatric aide,Tel Aviv,contoso.local,IL
Eric Jones,TRUE,EricJ,EricJ@contoso.local,,"CN=Users,DC=contoso,DC=local",Eric,Jones,EEO officer,Tel Aviv,contoso.local,IL
Kenneth Sylvia,TRUE,KennethS,KennethS@contoso.local,,"CN=Users,DC=contoso,DC=local",Kenneth,Sylvia,Copy marker,Tel Aviv,contoso.local,IL
Ronald Lopez,TRUE,RonaldL,RonaldL@contoso.local,,"CN=Users,DC=contoso,DC=local",Ronald,Lopez,Management dietitian,Tel Aviv,contoso.local,IL
Margie Miles,TRUE,MargieM,MargieM@contoso.local,,"CN=Users,DC=contoso,DC=local",Margie,Miles,Patient educator,Tel Aviv,contoso.local,IL
Ramona Abraham,TRUE,RamonaA,RamonaA@contoso.local,,"CN=Users,DC=contoso,DC=local",Ramona,Abraham,Human resources information system specialist,Tel Aviv,contoso.local,IL
Lisa Moffitt,TRUE,LisaM,LisaM@contoso.local,,"CN=Users,DC=contoso,DC=local",Lisa,Moffitt,Insurance claims and policy processing clerk,Tel Aviv,contoso.local,IL
Corey Roberge,TRUE,CoreyR,CoreyR@contoso.local,,"CN=Users,DC=contoso,DC=local",Corey,Roberge,Chiropractic physician,Tel Aviv,contoso.local,IL
Ruth Nickel,TRUE,RuthN,RuthN@contoso.local,,"CN=Users,DC=contoso,DC=local",Ruth,Nickel,Bailiff,Tel Aviv,contoso.local,IL
Eleanore Hills,TRUE,EleanoreH,EleanoreH@contoso.local,,"CN=Users,DC=contoso,DC=local",Eleanore,Hills,Structural and reinforcing iron and metal worker,Tel Aviv,contoso.local,IL
Callie Thompson,TRUE,CallieT,CallieT@contoso.local,,"CN=Users,DC=contoso,DC=local",Callie,Thompson,Bench carpenter,Tel Aviv,contoso.local,IL
Terry Hoggan,TRUE,TerryH,TerryH@contoso.local,,"CN=Users,DC=contoso,DC=local",Terry,Hoggan,Order filler,Tel Aviv,contoso.local,IL
Terry Rodrigue,TRUE,TerryR,TerryR@contoso.local,,"CN=Users,DC=contoso,DC=local",Terry,Rodrigue,Oral surgeon,Tel Aviv,contoso.local,IL
Joseph McMasters,TRUE,JosephM,JosephM@contoso.local,,"CN=Users,DC=contoso,DC=local",Joseph,McMasters,Medical records technician,Tel Aviv,contoso.local,IL
Steven Horner,TRUE,StevenH,StevenH@contoso.local,,"CN=Users,DC=contoso,DC=local",Steven,Horner,Typist,Tel Aviv,contoso.local,IL
Jaclyn Frink,TRUE,JaclynF,JaclynF@contoso.local,,"CN=Users,DC=contoso,DC=local",Jaclyn,Frink,Newsletter writer,Tel Aviv,contoso.local,IL
Walter Ledesma,TRUE,WalterL,WalterL@contoso.local,,"CN=Users,DC=contoso,DC=local",Walter,Ledesma,Purchasing clerk,Tel Aviv,contoso.local,IL
Etta Cruz,TRUE,EttaC,EttaC@contoso.local,,"CN=Users,DC=contoso,DC=local",Etta,Cruz,Aircraft and avionics equipment mechanic,Tel Aviv,contoso.local,IL
Marla Upchurch,TRUE,MarlaU,MarlaU@contoso.local,,"CN=Users,DC=contoso,DC=local",Marla,Upchurch,Practical nurses,Tel Aviv,contoso.local,IL
Jessie Colbert,TRUE,JessieC,JessieC@contoso.local,,"CN=Users,DC=contoso,DC=local",Jessie,Colbert,"Textile, apparel, and furnishings occupation",Tel Aviv,contoso.local,IL
Gerald Hall,TRUE,GeraldH,GeraldH@contoso.local,,"CN=Users,DC=contoso,DC=local",Gerald,Hall,Electrician,Tel Aviv,contoso.local,IL
Janis Snyder,TRUE,JanisS,JanisS@contoso.local,,"CN=Users,DC=contoso,DC=local",Janis,Snyder,Log mover,Tel Aviv,contoso.local,IL
Leonard Ziemba,TRUE,LeonardZ,LeonardZ@contoso.local,,"CN=Users,DC=contoso,DC=local",Leonard,Ziemba,Secretary,Tel Aviv,contoso.local,IL
Lizbeth Perdue,TRUE,LizbethP,LizbethP@contoso.local,,"CN=Users,DC=contoso,DC=local",Lizbeth,Perdue,Shaper,Tel Aviv,contoso.local,IL
Eduardo Tucker,TRUE,EduardoT,EduardoT@contoso.local,,"CN=Users,DC=contoso,DC=local",Eduardo,Tucker,Personal care aide,Tel Aviv,contoso.local,IL
Catherine Greene,TRUE,CatherineG,CatherineG@contoso.local,,"CN=Users,DC=contoso,DC=local",Catherine,Greene,Fund manager,Tel Aviv,contoso.local,IL
Teresa Fish,TRUE,TeresaF,TeresaF@contoso.local,,"CN=Users,DC=contoso,DC=local",Teresa,Fish,Merchandise displayer,Tel Aviv,contoso.local,IL
Kayla Call,TRUE,KaylaC,KaylaC@contoso.local,,"CN=Users,DC=contoso,DC=local",Kayla,Call,Field sales supervisor,Tel Aviv,contoso.local,IL
Tara Moore,TRUE,TaraM,TaraM@contoso.local,,"CN=Users,DC=contoso,DC=local",Tara,Moore,Metalworking machine operator,Tel Aviv,contoso.local,IL
Brian Houtz,TRUE,BrianH,BrianH@contoso.local,,"CN=Users,DC=contoso,DC=local",Brian,Houtz,Lithographer,Tel Aviv,contoso.local,IL
Andrew Genovese,TRUE,AndrewG,AndrewG@contoso.local,,"CN=Users,DC=contoso,DC=local",Andrew,Genovese,Employment interviewer,Tel Aviv,contoso.local,IL
Mary Novak,TRUE,MaryN,MaryN@contoso.local,,"CN=Users,DC=contoso,DC=local",Mary,Novak,Reinforcing iron and rebar worker,Tel Aviv,contoso.local,IL
James Kiely,TRUE,JamesK,JamesK@contoso.local,,"CN=Users,DC=contoso,DC=local",James,Kiely,Parts salesperson,Tel Aviv,contoso.local,IL
Megan Spriggs,TRUE,MeganS,MeganS@contoso.local,,"CN=Users,DC=contoso,DC=local",Megan,Spriggs,Golf course architect,Tel Aviv,contoso.local,IL
Robin Goodwin,TRUE,RobinG,RobinG@contoso.local,,"CN=Users,DC=contoso,DC=local",Robin,Goodwin,Inside order clerk,Tel Aviv,contoso.local,IL
John Campbell,TRUE,JohnC,JohnC@contoso.local,,"CN=Users,DC=contoso,DC=local",John,Campbell,Locomotive engineer,Tel Aviv,contoso.local,IL
Adam Petrus,TRUE,AdamP,AdamP@contoso.local,,"CN=Users,DC=contoso,DC=local",Adam,Petrus,Kindergarten teacher,Tel Aviv,contoso.local,IL
Michael Krum,TRUE,MichaelK,MichaelK@contoso.local,,"CN=Users,DC=contoso,DC=local",Michael,Krum,Grill cook,Tel Aviv,contoso.local,IL
Latoya Cormier,TRUE,LatoyaC,LatoyaC@contoso.local,,"CN=Users,DC=contoso,DC=local",Latoya,Cormier,Recreation worker,Tel Aviv,contoso.local,IL
Leon Argo,TRUE,LeonA,LeonA@contoso.local,,"CN=Users,DC=contoso,DC=local",Leon,Argo,Expediting clerk,Tel Aviv,contoso.local,IL
Audrey Sun,TRUE,AudreyS,AudreyS@contoso.local,,"CN=Users,DC=contoso,DC=local",Audrey,Sun,Recreation leader,Tel Aviv,contoso.local,IL
Eugene Vest,TRUE,EugeneV,EugeneV@contoso.local,,"CN=Users,DC=contoso,DC=local",Eugene,Vest,Mental health social worker,Tel Aviv,contoso.local,IL
Gary Singleton,TRUE,GaryS,GaryS@contoso.local,,"CN=Users,DC=contoso,DC=local",Gary,Singleton,Lobbyist,Tel Aviv,contoso.local,IL
Peggy Dixon,TRUE,PeggyD,PeggyD@contoso.local,,"CN=Users,DC=contoso,DC=local",Peggy,Dixon,Front-end mechanic,Tel Aviv,contoso.local,IL
Oscar Willoughby,TRUE,OscarW,OscarW@contoso.local,,"CN=Users,DC=contoso,DC=local",Oscar,Willoughby,Finisher,Tel Aviv,contoso.local,IL
Guadalupe Drew,TRUE,GuadalupeD,GuadalupeD@contoso.local,,"CN=Users,DC=contoso,DC=local",Guadalupe,Drew,Labor training manager,Tel Aviv,contoso.local,IL
Harry Manning,TRUE,HarryM,HarryM@contoso.local,,"CN=Users,DC=contoso,DC=local",Harry,Manning,Flight engineer,Tel Aviv,contoso.local,IL
Ronald Pieper,TRUE,RonaldP,RonaldP@contoso.local,,"CN=Users,DC=contoso,DC=local",Ronald,Pieper,Marketing specialist,Tel Aviv,contoso.local,IL
Pamela Bott,TRUE,PamelaB,PamelaB@contoso.local,,"CN=Users,DC=contoso,DC=local",Pamela,Bott,Economic geographer,Tel Aviv,contoso.local,IL
Cody Wang,TRUE,CodyW,CodyW@contoso.local,,"CN=Users,DC=contoso,DC=local",Cody,Wang,PBX installer,Tel Aviv,contoso.local,IL
Mark Thompson,TRUE,MarkT,MarkT@contoso.local,,"CN=Users,DC=contoso,DC=local",Mark,Thompson,Dividend clerk,Tel Aviv,contoso.local,IL
Ida Baker,TRUE,IdaB,IdaB@contoso.local,,"CN=Users,DC=contoso,DC=local",Ida,Baker,Inside order clerk,Tel Aviv,contoso.local,IL
Bill Audette,TRUE,BillA,BillA@contoso.local,,"CN=Users,DC=contoso,DC=local",Bill,Audette,Human resources clerk,Tel Aviv,contoso.local,IL
Tomas Newsome,TRUE,TomasN,TomasN@contoso.local,,"CN=Users,DC=contoso,DC=local",Tomas,Newsome,Diesel mechanic,Tel Aviv,contoso.local,IL
Janice Pearson,TRUE,JaniceP,JaniceP@contoso.local,,"CN=Users,DC=contoso,DC=local",Janice,Pearson,Dispatcher,Tel Aviv,contoso.local,IL
Crystal Martinez,TRUE,CrystalM,CrystalM@contoso.local,,"CN=Users,DC=contoso,DC=local",Crystal,Martinez,Demographer,Tel Aviv,contoso.local,IL
Margaret Crowson,TRUE,MargaretC,MargaretC@contoso.local,,"CN=Users,DC=contoso,DC=local",Margaret,Crowson,Information processing worker,Tel Aviv,contoso.local,IL
Rhonda Koss,TRUE,RhondaK,RhondaK@contoso.local,,"CN=Users,DC=contoso,DC=local",Rhonda,Koss,Environmental scientist,Tel Aviv,contoso.local,IL
Kenneth Church,TRUE,KennethC,KennethC@contoso.local,,"CN=Users,DC=contoso,DC=local",Kenneth,Church,Conservator,Tel Aviv,contoso.local,IL
John Dardar,TRUE,JohnD,JohnD@contoso.local,,"CN=Users,DC=contoso,DC=local",John,Dardar,Medical appliance technician,Tel Aviv,contoso.local,IL
David Spencer,TRUE,DavidS,DavidS@contoso.local,,"CN=Users,DC=contoso,DC=local",David,Spencer,Identification clerk,Tel Aviv,contoso.local,IL
Marie Stuart,TRUE,MarieS,MarieS@contoso.local,,"CN=Users,DC=contoso,DC=local",Marie,Stuart,Web writer,Tel Aviv,contoso.local,IL
Karen Brown,TRUE,KarenB,KarenB@contoso.local,,"CN=Users,DC=contoso,DC=local",Karen,Brown,Physical metallurgical engineer,Tel Aviv,contoso.local,IL
Franklin Kagan,TRUE,FranklinK,FranklinK@contoso.local,,"CN=Users,DC=contoso,DC=local",Franklin,Kagan,Web developer,Tel Aviv,contoso.local,IL
Michelle Nazario,TRUE,MichelleN,MichelleN@contoso.local,,"CN=Users,DC=contoso,DC=local",Michelle,Nazario,Apartment house manager,Tel Aviv,contoso.local,IL
Adrian Edick,TRUE,AdrianE,AdrianE@contoso.local,,"CN=Users,DC=contoso,DC=local",Adrian,Edick,Fork lift driver,Tel Aviv,contoso.local,IL
Nancy Huff,TRUE,NancyH,NancyH@contoso.local,,"CN=Users,DC=contoso,DC=local",Nancy,Huff,Media director,Tel Aviv,contoso.local,IL
Martha Lewis,TRUE,MarthaL,MarthaL@contoso.local,,"CN=Users,DC=contoso,DC=local",Martha,Lewis,Parking lot attendant,Tel Aviv,contoso.local,IL
Charles Staley,TRUE,CharlesS,CharlesS@contoso.local,,"CN=Users,DC=contoso,DC=local",Charles,Staley,Copy marker,Tel Aviv,contoso.local,IL
Wendell Ramirez,TRUE,WendellR,WendellR@contoso.local,,"CN=Users,DC=contoso,DC=local",Wendell,Ramirez,Urban and regional planner,Tel Aviv,contoso.local,IL
Steve Glynn,TRUE,SteveG,SteveG@contoso.local,,"CN=Users,DC=contoso,DC=local",Steve,Glynn,Hand compositor,Tel Aviv,contoso.local,IL
Donna Grant,TRUE,DonnaG,DonnaG@contoso.local,,"CN=Users,DC=contoso,DC=local",Donna,Grant,Radiation therapist,Tel Aviv,contoso.local,IL
Leif Richardson,TRUE,LeifR,LeifR@contoso.local,,"CN=Users,DC=contoso,DC=local",Leif,Richardson,Leather worker,Tel Aviv,contoso.local,IL
Danny Carmean,TRUE,DannyC,DannyC@contoso.local,,"CN=Users,DC=contoso,DC=local",Danny,Carmean,Safety technician,Tel Aviv,contoso.local,IL
Brandy Lopez,TRUE,BrandyL,BrandyL@contoso.local,,"CN=Users,DC=contoso,DC=local",Brandy,Lopez,Weather forecaster,Tel Aviv,contoso.local,IL
Lloyd Napolitano,TRUE,LloydN,LloydN@contoso.local,,"CN=Users,DC=contoso,DC=local",Lloyd,Napolitano,Adult literacy teacher,Tel Aviv,contoso.local,IL
Tony Bechtold,TRUE,TonyB,TonyB@contoso.local,,"CN=Users,DC=contoso,DC=local",Tony,Bechtold,Receiving clerk,Tel Aviv,contoso.local,IL
James Coleman,TRUE,JamesC,JamesC@contoso.local,,"CN=Users,DC=contoso,DC=local",James,Coleman,Customer service representative,Tel Aviv,contoso.local,IL
Brenda Stewart,TRUE,BrendaS,BrendaS@contoso.local,,"CN=Users,DC=contoso,DC=local",Brenda,Stewart,Promotions specialist,Tel Aviv,contoso.local,IL
Sam Winters,TRUE,SamW,SamW@contoso.local,,"CN=Users,DC=contoso,DC=local",Sam,Winters,Emergency care nurse,Tel Aviv,contoso.local,IL
Edward Wood,TRUE,EdwardW,EdwardW@contoso.local,,"CN=Users,DC=contoso,DC=local",Edward,Wood,Glass installer,Tel Aviv,contoso.local,IL
Barbara Jackson,TRUE,BarbaraJ,BarbaraJ@contoso.local,,"CN=Users,DC=contoso,DC=local",Barbara,Jackson,Interior decorator,Tel Aviv,contoso.local,IL
Mardell Douglas,TRUE,MardellD,MardellD@contoso.local,,"CN=Users,DC=contoso,DC=local",Mardell,Douglas,Market research manager,Tel Aviv,contoso.local,IL
Guadalupe Evans,TRUE,GuadalupeE,GuadalupeE@contoso.local,,"CN=Users,DC=contoso,DC=local",Guadalupe,Evans,Data coder operator,Tel Aviv,contoso.local,IL
Andrew Davila,TRUE,AndrewD,AndrewD@contoso.local,,"CN=Users,DC=contoso,DC=local",Andrew,Davila,Human resources associate,Tel Aviv,contoso.local,IL
James Trujillo,TRUE,JamesT,JamesT@contoso.local,,"CN=Users,DC=contoso,DC=local",James,Trujillo,Credit authorizer,Tel Aviv,contoso.local,IL
William Reiter,TRUE,WilliamR,WilliamR@contoso.local,,"CN=Users,DC=contoso,DC=local",William,Reiter,Acoustical carpenter,Tel Aviv,contoso.local,IL
Cathy Shields,TRUE,CathyS,CathyS@contoso.local,,"CN=Users,DC=contoso,DC=local",Cathy,Shields,Administrative officer,Tel Aviv,contoso.local,IL
Mary Tirado,TRUE,MaryT,MaryT@contoso.local,,"CN=Users,DC=contoso,DC=local",Mary,Tirado,Vascular sonographer,Tel Aviv,contoso.local,IL
Lydia Jain,TRUE,LydiaJ,LydiaJ@contoso.local,,"CN=Users,DC=contoso,DC=local",Lydia,Jain,Organic chemist,Tel Aviv,contoso.local,IL
Penny Humble,TRUE,PennyH,PennyH@contoso.local,,"CN=Users,DC=contoso,DC=local",Penny,Humble,Bindery machine setter,Tel Aviv,contoso.local,IL
Jennifer Vasquez,TRUE,JenniferV,JenniferV@contoso.local,,"CN=Users,DC=contoso,DC=local",Jennifer,Vasquez,Avionics technician,Tel Aviv,contoso.local,IL
Kattie Hartfield,TRUE,KattieH,KattieH@contoso.local,,"CN=Users,DC=contoso,DC=local",Kattie,Hartfield,Business management analyst,Tel Aviv,contoso.local,IL
James Pomeroy,TRUE,JamesP,JamesP@contoso.local,,"CN=Users,DC=contoso,DC=local",James,Pomeroy,CART provider,Tel Aviv,contoso.local,IL
Robert Gonzalez,TRUE,RobertG,RobertG@contoso.local,,"CN=Users,DC=contoso,DC=local",Robert,Gonzalez,Coil taper,Tel Aviv,contoso.local,IL
Gabrielle Glass,TRUE,GabrielleG,GabrielleG@contoso.local,,"CN=Users,DC=contoso,DC=local",Gabrielle,Glass,U.S. Secret Service special agent,Tel Aviv,contoso.local,IL
Gloria Gilbert,TRUE,GloriaG,GloriaG@contoso.local,,"CN=Users,DC=contoso,DC=local",Gloria,Gilbert,Human resources associate,Tel Aviv,contoso.local,IL
Melissa Jones,TRUE,MelissaJ,MelissaJ@contoso.local,,"CN=Users,DC=contoso,DC=local",Melissa,Jones,Plant manager,Tel Aviv,contoso.local,IL
Robert Beckman,TRUE,RobertB,RobertB@contoso.local,,"CN=Users,DC=contoso,DC=local",Robert,Beckman,Physical chemist,Tel Aviv,contoso.local,IL
Ada Peterson,TRUE,AdaP,AdaP@contoso.local,,"CN=Users,DC=contoso,DC=local",Ada,Peterson,Veterinary technician,Tel Aviv,contoso.local,IL
Jeffrey Miller,TRUE,JeffreyM,JeffreyM@contoso.local,,"CN=Users,DC=contoso,DC=local",Jeffrey,Miller,Clerical worker supervisor,Tel Aviv,contoso.local,IL
Joshua Karg,TRUE,JoshuaK,JoshuaK@contoso.local,,"CN=Users,DC=contoso,DC=local",Joshua,Karg,Camp director,Tel Aviv,contoso.local,IL
Sally Meiners,TRUE,SallyM,SallyM@contoso.local,,"CN=Users,DC=contoso,DC=local",Sally,Meiners,PBX installer,Tel Aviv,contoso.local,IL
Kacie McGraw,TRUE,KacieM,KacieM@contoso.local,,"CN=Users,DC=contoso,DC=local",Kacie,McGraw,Transfer clerk,Tel Aviv,contoso.local,IL
Mary Lewis,TRUE,MaryL,MaryL@contoso.local,,"CN=Users,DC=contoso,DC=local",Mary,Lewis,News writer,Tel Aviv,contoso.local,IL
Andrew Champlin,TRUE,AndrewC,AndrewC@contoso.local,,"CN=Users,DC=contoso,DC=local",Andrew,Champlin,HVACR technician,Tel Aviv,contoso.local,IL
Nathaniel Thompson,TRUE,NathanielT,NathanielT@contoso.local,,"CN=Users,DC=contoso,DC=local",Nathaniel,Thompson,News writer,Tel Aviv,contoso.local,IL
Jesse Boots,TRUE,JesseB,JesseB@contoso.local,,"CN=Users,DC=contoso,DC=local",Jesse,Boots,Park naturalist,Tel Aviv,contoso.local,IL
Lorraine Hunt,TRUE,LorraineH,LorraineH@contoso.local,,"CN=Users,DC=contoso,DC=local",Lorraine,Hunt,Rolling machine operator,Tel Aviv,contoso.local,IL
Jack Brown,TRUE,JackB,JackB@contoso.local,,"CN=Users,DC=contoso,DC=local",Jack,Brown,Packager,Tel Aviv,contoso.local,IL
Maria Allen,TRUE,MariaA,MariaA@contoso.local,,"CN=Users,DC=contoso,DC=local",Maria,Allen,Personnel officer,Tel Aviv,contoso.local,IL
Keith Lord,TRUE,KeithL,KeithL@contoso.local,,"CN=Users,DC=contoso,DC=local",Keith,Lord,Auto damage appraiser,Tel Aviv,contoso.local,IL
Donna Johnson,TRUE,DonnaJ,DonnaJ@contoso.local,,"CN=Users,DC=contoso,DC=local",Donna,Johnson,Database administrator,Tel Aviv,contoso.local,IL
Richard Finch,TRUE,RichardF,RichardF@contoso.local,,"CN=Users,DC=contoso,DC=local",Richard,Finch,Dermatology nurse,Tel Aviv,contoso.local,IL
Ronald Seese,TRUE,RonaldS,RonaldS@contoso.local,,"CN=Users,DC=contoso,DC=local",Ronald,Seese,Environmental engineer,Tel Aviv,contoso.local,IL
Amy Palomino,TRUE,AmyP,AmyP@contoso.local,,"CN=Users,DC=contoso,DC=local",Amy,Palomino,Pump operator,Tel Aviv,contoso.local,IL
Tim Huber,TRUE,TimH,TimH@contoso.local,,"CN=Users,DC=contoso,DC=local",Tim,Huber,Enrichment education instructor,Tel Aviv,contoso.local,IL
Robert Sink,TRUE,RobertS,RobertS@contoso.local,,"CN=Users,DC=contoso,DC=local",Robert,Sink,Foot doctor,Tel Aviv,contoso.local,IL
Ailene Kent,TRUE,AileneK,AileneK@contoso.local,,"CN=Users,DC=contoso,DC=local",Ailene,Kent,Airbrush artist,Tel Aviv,contoso.local,IL
Robert Miranda,TRUE,RobertM,RobertM@contoso.local,,"CN=Users,DC=contoso,DC=local",Robert,Miranda,Manager,Tel Aviv,contoso.local,IL
Dennis Renfro,TRUE,DennisR,DennisR@contoso.local,,"CN=Users,DC=contoso,DC=local",Dennis,Renfro,Commercial loan officer,Tel Aviv,contoso.local,IL
Joshua Welch,TRUE,JoshuaW,JoshuaW@contoso.local,,"CN=Users,DC=contoso,DC=local",Joshua,Welch,Desk clerk,Tel Aviv,contoso.local,IL
Robert Auman,TRUE,RobertA,RobertA@contoso.local,,"CN=Users,DC=contoso,DC=local",Robert,Auman,Web writer,Tel Aviv,contoso.local,IL
Eugene Daniels,TRUE,EugeneD,EugeneD@contoso.local,,"CN=Users,DC=contoso,DC=local",Eugene,Daniels,Cash manager,Tel Aviv,contoso.local,IL
Dionne Brandon,TRUE,DionneB,DionneB@contoso.local,,"CN=Users,DC=contoso,DC=local",Dionne,Brandon,Forest fire prevention specialist,Tel Aviv,contoso.local,IL
Patricia Byrd,TRUE,PatriciaB,PatriciaB@contoso.local,,"CN=Users,DC=contoso,DC=local",Patricia,Byrd,"Cutting, punching, and press machine operator",Tel Aviv,contoso.local,IL
John Charles,TRUE,JohnC,JohnC@contoso.local,,"CN=Users,DC=contoso,DC=local",John,Charles,Excavating and loading machine and dragline operator,Tel Aviv,contoso.local,IL
Wayne Pickard,TRUE,WayneP,WayneP@contoso.local,,"CN=Users,DC=contoso,DC=local",Wayne,Pickard,Gaming dealer,Tel Aviv,contoso.local,IL
Jennifer Hunter,TRUE,JenniferH,JenniferH@contoso.local,,"CN=Users,DC=contoso,DC=local",Jennifer,Hunter,Steamfitter,Tel Aviv,contoso.local,IL
Larry Whitefield,TRUE,LarryW,LarryW@contoso.local,,"CN=Users,DC=contoso,DC=local",Larry,Whitefield,Education and training manager,Tel Aviv,contoso.local,IL
Wayne Peterson,TRUE,WayneP,WayneP@contoso.local,,"CN=Users,DC=contoso,DC=local",Wayne,Peterson,Construction equipment technician,Tel Aviv,contoso.local,IL
Andy Hall,TRUE,AndyH,AndyH@contoso.local,,"CN=Users,DC=contoso,DC=local",Andy,Hall,Railroad switch operator,Tel Aviv,contoso.local,IL
Olive Wendel,TRUE,OliveW,OliveW@contoso.local,,"CN=Users,DC=contoso,DC=local",Olive,Wendel,Community planner,Tel Aviv,contoso.local,IL
Neal Clark,TRUE,NealC,NealC@contoso.local,,"CN=Users,DC=contoso,DC=local",Neal,Clark,Biomedical equipment technician,Tel Aviv,contoso.local,IL
James Brooks,TRUE,JamesB,JamesB@contoso.local,,"CN=Users,DC=contoso,DC=local",James,Brooks,Marketing research analyst,Tel Aviv,contoso.local,IL
Tracy Graham,TRUE,TracyG,TracyG@contoso.local,,"CN=Users,DC=contoso,DC=local",Tracy,Graham,Pharmacy aide,Tel Aviv,contoso.local,IL
Kelly Webb,TRUE,KellyW,KellyW@contoso.local,,"CN=Users,DC=contoso,DC=local",Kelly,Webb,"Freight, stock, and material mover",Tel Aviv,contoso.local,IL
Socorro Davis,TRUE,SocorroD,SocorroD@contoso.local,,"CN=Users,DC=contoso,DC=local",Socorro,Davis,Sewer pipe cleaner,Tel Aviv,contoso.local,IL
William Heald,TRUE,WilliamH,WilliamH@contoso.local,,"CN=Users,DC=contoso,DC=local",William,Heald,Employment consultant,Tel Aviv,contoso.local,IL
Kimberly Martin,TRUE,KimberlyM,KimberlyM@contoso.local,,"CN=Users,DC=contoso,DC=local",Kimberly,Martin,Metal-refining furnace tender,Tel Aviv,contoso.local,IL
Chad Austin,TRUE,ChadA,ChadA@contoso.local,,"CN=Users,DC=contoso,DC=local",Chad,Austin,Radiologist,Tel Aviv,contoso.local,IL
Marth Isaacson,TRUE,MarthI,MarthI@contoso.local,,"CN=Users,DC=contoso,DC=local",Marth,Isaacson,Experimental psychologist,Tel Aviv,contoso.local,IL
Lillian Williams,TRUE,LillianW,LillianW@contoso.local,,"CN=Users,DC=contoso,DC=local",Lillian,Williams,Conservator,Tel Aviv,contoso.local,IL
Stephen Armstrong,TRUE,StephenA,StephenA@contoso.local,,"CN=Users,DC=contoso,DC=local",Stephen,Armstrong,Prosecutor,Tel Aviv,contoso.local,IL
Melvin Smith,TRUE,MelvinS,MelvinS@contoso.local,,"CN=Users,DC=contoso,DC=local",Melvin,Smith,Occupational analyst,Tel Aviv,contoso.local,IL
